FEMALE,MALE,HEIGHT,WEIGHT,HEAD_WIDTH,SHOULDER_WIDTH,WAIST_WIDTH,WAIST_LENGTH,HIP_WIDTH,HIP_LENGTH,THIGH_WIDTH,THIGH_LENGTH,KNEE_WIDTH,KNEE_LENGTH,WTR,WHpR,WHdR,HpHdR,WTR(Length),WHpR(Length),ShWR,ShHpR,ShThR
0,1,0.632837606,73.2,0.623427679,0.585175759,0.575128437,0.614256496,0.543073817,0.514985338,0.557680503,0.520794535,1.090110878,0.513075679,0.450544458,0.464151812,0.407081041,0.390287299,0.386502877,0.508202568,0.440577746,0.458987242,0.460236412
0,1,0.602108575,57.2,0.547070351,0.50873935,0.545008447,0.572805037,0.523583397,0.544929149,0.623423757,0.528669155,1.086211541,0.494818494,0.362501758,0.455843977,0.44732842,0.439132576,0.35088147,0.435061503,0.397839756,0.406369618,0.333309562
0,1,0.658521545,57.8,0.569181124,0.663099918,0.560287624,0.593766181,0.569634278,0.573139489,0.594722458,0.48400123,0.929763093,0.541394555,0.404793731,0.426010499,0.444255115,0.464540477,0.408903042,0.428998005,0.535564992,0.51063166,0.502741992
1,0,0.613790234,55.8,0.515711477,0.563890869,0.572694738,0.457413778,0.638977544,0.440011548,0.62515209,0.424173953,1.042743094,0.477524745,0.391333565,0.375833928,0.508700972,0.587074896,0.354503944,0.433023848,0.429649133,0.360742347,0.385879927
1,0,0.50968071,43.8,0.444187935,0.466473214,0.380918427,0.415431236,0.424090874,0.475649185,0.446605056,0.46147027,0.841604944,0.41951052,0.365502833,0.386620766,0.388997969,0.446392939,0.287806401,0.347806,0.546453613,0.475325468,0.465671904
0,1,0.647269195,66.6,0.636287309,0.621969601,0.612196376,0.557955088,0.563510775,0.551522349,0.595725078,0.440681973,1.098010464,0.576447411,0.461605852,0.492573632,0.440882293,0.41053937,0.429868723,0.422390003,0.45177917,0.485776049,0.470912985
1,0,0.546095904,51.5,0.599762377,0.567285047,0.589203978,0.531466826,0.575513415,0.499506392,0.616455252,0.572513998,1.059829333,0.429989773,0.421577062,0.458437281,0.45413782,0.453819889,0.296840148,0.453325692,0.424156076,0.424497501,0.4030084
1,0,0.521873738,49.1,0.521964262,0.510275169,0.492909409,0.484408788,0.507823388,0.465290491,0.414616318,0.429908934,1.007745474,0.295769416,0.547526195,0.429761943,0.437005783,0.463633473,0.381580196,0.443023413,0.465975996,0.436684441,0.565427375
0,1,0.638338796,50.8,0.597570891,0.534812757,0.493620781,0.493560856,0.54966547,0.474099539,0.562382403,0.461439232,1.299264066,0.52821429,0.381066866,0.389281763,0.376558696,0.437687682,0.361375672,0.445182368,0.494146158,0.422060503,0.425532199
0,1,0.687743303,80.4,0.600315044,0.602311034,0.687904164,0.660597708,0.697319237,0.650332896,0.736027399,0.659172223,1.453163415,0.573193847,0.413552152,0.443003002,0.54949366,0.572342244,0.33140901,0.432538052,0.378215346,0.360328342,0.345677462
1,0,0.609214253,66.3,0.524807728,0.616689101,0.741357111,0.652688861,0.71335121,0.612496278,0.619361764,0.571487507,1.212164049,0.524962755,0.575808975,0.478647349,0.684952096,0.674653796,0.394536705,0.464135482,0.352395774,0.362468164,0.45590272
0,1,0.721807789,69.1,0.659525715,0.652731902,0.644808434,0.516913195,0.660345835,0.496044092,0.654011955,0.555201624,1.143709598,0.596198491,0.45014809,0.440879969,0.464928297,0.49051989,0.308096533,0.452235557,0.464735181,0.437825138,0.459712414
0,1,0.687052961,76.7,0.639979138,0.642239152,0.658874948,0.746201724,0.633208618,0.647095907,0.599343271,0.564195442,1.137921384,0.481171905,0.520878441,0.48288072,0.495989052,0.48640353,0.475525112,0.521306691,0.444746192,0.454839528,0.504690795
0,1,0.691541084,71.5,0.74223345,0.653641908,0.643486427,0.692338009,0.643918867,0.646442127,0.687829303,0.568999755,1.149462028,0.534278621,0.422525942,0.459313747,0.406780981,0.417904916,0.43290672,0.473875542,0.471554537,0.457622394,0.435343563
1,0,0.65378288,50,0.601687624,0.48607917,0.518710609,0.522564287,0.628855636,0.512774711,0.526475101,0.471177762,0.892143977,0.4217962,0.456495595,0.352201709,0.409272894,0.522910708,0.389526698,0.445170252,0.428904533,0.319499756,0.424015657
0,1,0.715807196,86.8,0.720703453,0.763174968,0.706450106,0.724843532,0.671501559,0.686311136,0.725383002,0.792003373,1.514107901,0.772032002,0.450944794,0.497729978,0.477341293,0.461153437,0.300137102,0.469365081,0.516317646,0.534581126,0.502807398
0,1,0.710510875,56.7,0.713678015,0.65075723,0.630796363,0.686083279,0.608402888,0.66042588,0.692323797,0.526826217,1.180798245,0.570919831,0.413138266,0.48927606,0.424195672,0.416905237,0.475722523,0.460712085,0.487937068,0.495771035,0.435565847
0,1,0.706575961,55,0.636824315,0.603356918,0.635987365,0.670285671,0.597284318,0.656030715,0.610563861,0.601638076,1.144809978,0.543312251,0.49808802,0.508727658,0.492518774,0.47056755,0.397542671,0.452236488,0.440152132,0.463317034,0.467678575
0,1,0.704009123,64.7,0.713580935,0.696596456,0.628815441,0.702266144,0.672293243,0.779106829,0.673252293,0.551916297,1.484906561,0.723157709,0.432102459,0.428315633,0.427428795,0.475320092,0.468465475,0.37639747,0.538822987,0.481563714,0.498676055
1,0,0.623957439,43.9,0.627462851,0.52765847,0.556660249,0.507465378,0.588022821,0.557073239,0.521571535,0.45523157,1.044599766,0.606439916,0.516851013,0.438725799,0.434559848,0.475389543,0.402488279,0.390984125,0.444773563,0.401825777,0.485690654
1,0,0.639263599,57.5,0.675901848,0.655080548,0.640723244,0.606312653,0.684809595,0.629349294,0.676003875,0.54974782,1.185806086,0.448874369,0.444968552,0.432370817,0.471562301,0.522926643,0.398996416,0.423026976,0.491734323,0.437924313,0.462437759
0,1,0.695461004,70.6,0.663886933,0.636119985,0.697212191,0.690609354,0.680332992,0.627941532,0.698901309,0.668307553,1.32273577,0.646395933,0.479422072,0.493247498,0.533451009,0.532400757,0.368519413,0.509894428,0.425129944,0.426900686,0.427409181
0,1,0.74204759,56.7,0.650034756,0.616208848,0.563184535,0.682671963,0.530393026,0.630361818,0.58897902,0.484428898,1.033591857,0.555209527,0.455366042,0.516927069,0.429187731,0.410881753,0.534509552,0.501478041,0.538972673,0.561304704,0.514396452
1,0,0.676177558,60,0.650807922,0.670694849,0.674253867,0.614776358,0.700216049,0.607970583,0.596237807,0.533261539,1.062518049,0.646200677,0.568400819,0.455948529,0.530446252,0.56842332,0.427126792,0.458581846,0.481450144,0.444667561,0.565025461
0,1,0.750794677,73.2,0.666342971,0.696387204,0.674899355,0.666593369,0.650915657,0.643627535,0.642301601,0.518163101,1.22761216,0.578572396,0.520098995,0.507156762,0.51972559,0.511898189,0.487767427,0.475884363,0.507180947,0.51559065,0.543440985
0,1,0.797580974,78.2,0.696523182,0.727280285,0.739381603,0.749242332,0.801041757,0.72049709,0.766887097,0.577032237,1.419538422,0.661144236,0.464900518,0.431481386,0.551831895,0.620689246,0.497209958,0.480580314,0.478671861,0.416091239,0.459242228
1,0,0.703746508,54,0.634254387,0.581333156,0.726599295,0.556014048,0.734511755,0.545727868,0.656205823,0.440109981,1.277475626,0.60461686,0.562106217,0.47969196,0.602409678,0.625836514,0.479486769,0.469637509,0.361671162,0.345043251,0.422424774
1,0,0.708019608,55.7,0.593611207,0.667335401,0.667122363,0.575701895,0.696042296,0.564243009,0.676072944,0.579081541,1.203934483,0.556102587,0.484299277,0.460724202,0.5906591,0.635372761,0.362982848,0.472432354,0.49430755,0.453882531,0.489277631
0,1,0.757355218,56.7,0.728240432,0.660279462,0.695563619,0.721964397,0.664719926,0.609563147,0.713582961,0.542913777,1.176614341,0.750602399,0.47818648,0.522543171,0.495409991,0.482169024,0.517410997,0.578875971,0.463385871,0.477811453,0.451067496
0,1,0.785781005,55.8,0.710853077,0.749127649,0.62622033,0.573227443,0.639781222,0.628000782,0.600035073,0.460622027,0.903322157,0.468746665,0.52588165,0.478554355,0.452507615,0.476793381,0.478835086,0.406288778,0.623832217,0.590894444,0.659344677
0,1,0.763624587,73.2,0.743852561,0.704971693,0.694829812,0.731322464,0.664218533,0.628407093,0.678112964,0.623386157,1.309343144,0.618153448,0.51604451,0.526458036,0.487455864,0.474506746,0.4512974,0.57090117,0.510028757,0.524677808,0.529849847
0,1,0.732892102,57.2,0.66746292,0.628520617,0.664693038,0.689850754,0.644712167,0.658333041,0.743839119,0.631241191,1.305362545,0.599864034,0.427738939,0.517876717,0.527548369,0.523196049,0.415512413,0.497491336,0.46705402,0.471827192,0.402687702
0,1,0.78930162,57.8,0.689541389,0.78286652,0.679955431,0.710791651,0.690747104,0.686525522,0.715120724,0.586553685,1.148832865,0.646407877,0.469769096,0.487770956,0.524320487,0.548448264,0.473370817,0.491160222,0.604543315,0.575857068,0.571885633
1,0,0.744566857,55.8,0.636039446,0.683642808,0.692345765,0.574419006,0.760074428,0.553379724,0.745533263,0.52670683,1.261731664,0.582505857,0.456048163,0.437323296,0.588612066,0.670827287,0.418808964,0.494919596,0.49839232,0.425736412,0.454789861
1,0,0.64045388,43.8,0.564483618,0.586210492,0.500552676,0.532416224,0.545171818,0.588999507,0.566969137,0.563983571,1.060512343,0.524459433,0.429957713,0.447840235,0.468755081,0.529990221,0.351949076,0.40943642,0.614962465,0.540089012,0.534348921
0,1,0.778038912,66.6,0.756550714,0.74169222,0.73181385,0.674919839,0.684575781,0.66485482,0.716072071,0.543175704,1.316836721,0.681364135,0.525802054,0.553524387,0.520485721,0.493981831,0.493849463,0.483756234,0.520054487,0.550309888,0.539357873
1,0,0.676862169,51.5,0.719993512,0.686993008,0.708804678,0.648411344,0.696562486,0.612821013,0.736785158,0.674988161,1.278574478,0.534874318,0.485515626,0.519120502,0.533587859,0.537107814,0.360659362,0.514428866,0.492198652,0.488802451,0.471221942
1,0,0.65263655,49.1,0.642163136,0.629968475,0.612493338,0.601333077,0.628856526,0.578587267,0.534929141,0.532363534,1.226409538,0.400621791,0.611208154,0.490178803,0.51630273,0.546767149,0.445238292,0.503864657,0.533786626,0.500761313,0.633410354
0,1,0.769098156,50.8,0.717737513,0.654491408,0.613187942,0.61046492,0.670682677,0.587378472,0.682678144,0.563874273,1.517847078,0.633034506,0.44449325,0.449433433,0.455702845,0.520667396,0.424873057,0.505762806,0.561725632,0.485910106,0.493285395
0,1,0.818499212,80.4,0.720449422,0.721975033,0.807454559,0.777481549,0.818320515,0.763593989,0.856306061,0.761587708,1.671665406,0.677981913,0.476723987,0.502890644,0.628485305,0.65516828,0.394746089,0.492858801,0.445564453,0.423951483,0.413201651
1,0,0.73996671,66.3,0.644909871,0.736338449,0.860890742,0.769552483,0.83433656,0.725739534,0.739623349,0.67388344,1.430585049,0.62971868,0.638727283,0.538272123,0.763791531,0.757326439,0.457713882,0.524197656,0.419515298,0.425865645,0.523198676
0,1,0.852556794,69.1,0.779595633,0.772366602,0.764325303,0.633756601,0.78131526,0.609269513,0.774256466,0.657578009,1.362049637,0.700922286,0.512813887,0.500243028,0.543615817,0.573039422,0.371114214,0.512040263,0.531625905,0.50099776,0.526780908
0,1,0.817798513,76.7,0.760016838,0.761859205,0.778375058,0.863024919,0.754162121,0.760303496,0.71957071,0.666552282,1.356180492,0.58586358,0.583292742,0.541983214,0.574524948,0.568770238,0.538383698,0.580855034,0.511408897,0.517788088,0.571532597
0,1,0.822283185,71.5,0.862238941,0.773247316,0.76296978,0.837435465,0.764856449,0.759631888,0.808039674,0.671337054,1.367640234,0.638938186,0.484689755,0.518156819,0.485165545,0.500119081,0.495606612,0.53316862,0.537989999,0.520347687,0.501959438
1,0,0.784521529,50,0.743962771,0.605669935,0.638177208,0.661699029,0.7497773,0.625946646,0.646668404,0.573495524,1.110241312,0.526423664,0.518409926,0.410786498,0.487506418,0.604972613,0.452068298,0.504209161,0.495113527,0.382002574,0.490406369
0,1,0.846542394,86.8,0.866617252,0.882751091,0.825899952,0.871026771,0.792407306,0.799465248,0.84555924,0.894301602,1.732124394,0.876627376,0.512610644,0.556057618,0.555424069,0.543063363,0.36252081,0.528150908,0.582300944,0.596862259,0.568973708
0,1,0.841242621,56.7,0.869588644,0.809775914,0.750229459,0.844735103,0.729292721,0.773562171,0.812482974,0.707759994,1.410149578,0.7188683,0.474556632,0.547347679,0.50212799,0.498663467,0.537948736,0.519245917,0.553695439,0.557831268,0.501508514
0,1,0.837304255,55,0.79639292,0.759927201,0.755403714,0.828083658,0.718158238,0.769149189,0.730705978,0.791886491,1.37378189,0.689439238,0.559259896,0.56654438,0.570300923,0.552174363,0.459611788,0.510519404,0.505686343,0.525157151,0.533398354
0,1,0.834733966,64.7,0.87713307,0.857922495,0.748215045,0.861705447,0.793151253,0.892207488,0.793377353,0.735907288,1.716568577,0.880788178,0.493028834,0.485878577,0.505061066,0.55677577,0.530377892,0.434430547,0.604133802,0.543184495,0.5641737
1,0,0.754678831,43.9,0.801485751,0.680310419,0.676043111,0.656703054,0.708864923,0.733112909,0.64167954,0.627094845,1.272581685,0.763445834,0.577532873,0.496036079,0.512042528,0.556694365,0.464244392,0.448768433,0.509861744,0.463228001,0.550966916
1,0,0.76998154,57.5,0.853391759,0.814239654,0.760089365,0.760685027,0.805635791,0.812148502,0.796094828,0.733391263,1.414855254,0.594173775,0.505406877,0.489429541,0.548895679,0.60408089,0.460596619,0.48056358,0.556600629,0.499108755,0.527493386
0,1,0.826175494,70.6,0.840453373,0.794287411,0.816561573,0.849355652,0.801143284,0.810576997,0.818975212,0.866734717,1.552816885,0.806257734,0.539617839,0.550055771,0.610635374,0.613404707,0.429964101,0.567184392,0.489775131,0.487868118,0.492244919
0,1,0.872758629,56.7,0.82554459,0.773336031,0.682517182,0.840974872,0.651187416,0.813193187,0.709035875,0.659823653,1.261227168,0.708273802,0.515320226,0.573485991,0.506223368,0.491735683,0.595799116,0.558522422,0.603397495,0.622055896,0.579013044
1,0,0.806885146,60,0.826323381,0.830592687,0.793569781,0.769504906,0.820994539,0.788666943,0.716277617,0.714724021,1.290304373,0.805944957,0.628114389,0.512259193,0.607333449,0.64912751,0.503481259,0.515381695,0.545655351,0.50520328,0.629423647
0,1,0.881498815,73.2,0.842935897,0.857580474,0.794198538,0.823999668,0.77167825,0.827642503,0.762324368,0.697698896,1.456660765,0.733261734,0.579572916,0.563220258,0.596464632,0.592452915,0.565813354,0.532440731,0.571167289,0.57591166,0.607621504
0,1,0.928281661,78.2,0.875256631,0.890035212,0.858664057,0.910935956,0.921788454,0.911701752,0.886892824,0.763889701,1.650067823,0.821890285,0.524135752,0.4872988,0.628423068,0.701094785,0.575347042,0.536894242,0.542440083,0.476198301,0.523205816
1,0,0.859872183,54,0.808415135,0.736591446,0.845865023,0.725897429,0.878615763,0.726309495,0.776194512,0.609808339,1.506759447,0.761128748,0.621103722,0.535264371,0.678853266,0.706093142,0.556867988,0.525710038,0.425222009,0.404937125,0.486172164
1,0,0.864271251,55.7,0.764770779,0.826978908,0.786371367,0.747117715,0.839075474,0.746696499,0.796044598,0.766118642,1.432532423,0.708974421,0.543060007,0.516052686,0.66695539,0.715480754,0.436531069,0.528264518,0.557641762,0.513563972,0.552809553
0,1,0.91510604,56.7,0.909126005,0.819541005,0.814795901,0.904968478,0.806877743,0.796643543,0.833537582,0.725388762,1.404903885,0.91781062,0.536711386,0.5776288,0.571559264,0.562128658,0.595581441,0.6344688,0.526504187,0.537281215,0.51438468
0,1,0.944393769,55.8,0.890424117,0.912919668,0.745435893,0.744380494,0.781238258,0.816943946,0.719972663,0.632769132,1.129295939,0.683531017,0.584171678,0.533398193,0.528510155,0.556604931,0.578312143,0.467211053,0.686735372,0.650153278,0.722447847
0,1,0.931014953,73.2,0.925767971,0.86648088,0.814028658,0.915003895,0.806324295,0.817359208,0.798033525,0.815846194,1.538546188,0.861775793,0.574100602,0.581061145,0.563311955,0.554170485,0.54848571,0.633544486,0.584435972,0.596509101,0.619713794
0,1,0.899016352,57.2,0.84958434,0.786093047,0.783875169,0.870203041,0.786265617,0.850328517,0.863742655,0.824641983,1.53444745,0.839857408,0.485562035,0.572240153,0.603258292,0.602712251,0.509813446,0.598908389,0.540323088,0.542240793,0.486447261
0,1,0.957736819,57.8,0.873376044,0.948324563,0.79912085,0.892773975,0.833539517,0.881385642,0.835007236,0.774325794,1.37655466,0.895321624,0.52736013,0.541895772,0.599884524,0.627817203,0.571658771,0.59157178,0.680370706,0.648293538,0.663048964
1,0,0.91116114,55.8,0.815541317,0.893793807,0.811494474,0.74553281,0.904742202,0.734519546,0.865402754,0.706956139,1.490289775,0.818960703,0.513408067,0.491210539,0.664030498,0.750049235,0.512829854,0.595181544,0.571783961,0.511232595,0.540302307
1,0,0.802769921,43.8,0.738209867,0.785299119,0.619684678,0.700161039,0.683946885,0.773769333,0.68682161,0.748854765,1.287342809,0.749593246,0.487087414,0.501490948,0.544028189,0.60906545,0.440812714,0.502021143,0.690483972,0.63169314,0.62317971
0,1,0.945998127,66.6,0.945589675,0.958361251,0.850929146,0.853954964,0.827141899,0.857389951,0.835907527,0.725405647,1.545674393,0.93678332,0.582702477,0.606939607,0.595613785,0.572910613,0.592877109,0.582180058,0.633441009,0.642145407,0.628102693
1,0,0.840663632,51.5,0.947765098,0.92287512,0.827903272,0.825306991,0.839436914,0.799973995,0.856603601,0.873659077,1.507014362,0.776801157,0.54218769,0.586768386,0.608571158,0.61589042,0.473005661,0.614982665,0.60267459,0.611505182,0.556552461
1,0,0.815439091,49.1,0.869500996,0.857560434,0.731575231,0.774455417,0.769861276,0.762188755,0.654730572,0.713159855,1.454338315,0.613329662,0.667652777,0.556790638,0.591141543,0.625403851,0.568180854,0.603059879,0.6475691,0.624408158,0.725820108
0,1,0.936676776,50.8,0.955774447,0.885602363,0.732253136,0.78428044,0.81281144,0.771851747,0.802462567,0.748571455,1.748069224,0.896089386,0.500711343,0.514715497,0.53039745,0.599158462,0.544836661,0.604657063,0.677582533,0.618985931,0.659379726
0,1,0.988101056,80.4,0.960172061,0.962825154,0.926503057,0.964533757,0.964464902,0.966148946,0.976073477,0.970964731,1.903056895,0.950690809,0.53271646,0.569230256,0.703035981,0.733513981,0.510479291,0.590204814,0.632107037,0.590864863,0.563358225
1,0,0.992156527,66.3,0.961085399,0.97923462,0.979922547,0.968656608,0.980898893,0.969271455,0.978017818,0.972680292,1.89907077,0.952015688,0.694495041,0.605207589,0.838198555,0.835527045,0.58124437,0.623734856,0.620519717,0.592492596,0.693723734
